6;5;1;1;Techniki informatyczne;42;2;315.0
6;5;1;2;Zanieczyszczenie i metody ochrony powietrza;28;2;210.0
6;5;1;3;Hydrologia in¿ynierska;28;2;210.0
6;5;1;4;Gospodarka odpadami;42;3;315.0
6;5;1;5;Technologie ochrony geosfery;14;1;105.0
6;5;1;6;Matematyka I;56;6;420.0
6;5;1;7;Chemia;56;6;420.0
6;5;1;8;Geometria i grafika komputerowa;42;3;315.0
6;5;1;9;Geologia ogólna I;56;3;420.0
6;5;1;10;Ochrona œrodowiska;28;2;210.0
6;5;2;1;Fizyka I;56;6;420.0
6;5;2;2;Geostatystyka;42;2;315.0
6;5;2;3;Monitoring œrodowiska;28;2;210.0
6;5;2;4;Termodynamika techniczna;28;2;210.0
6;5;2;5;Odnawialne Ÿród³a energii;42;2;315.0
6;5;2;6;Komputerowa grafika in¿ynierska (CAD);42;2;315.0
6;5;2;7;Matematyka II;56;6;420.0
6;5;2;8;Geologia ogólna II;56;4;420.0
6;5;2;9;Zajêcia terenowe z geologii ogólnej;90;4;675.0
6;5;3;1;Fizyka II;56;6;420.0
6;5;3;2;Hydrogeologia;42;5;315.0
6;5;3;3;Gruntoznawstwo;42;3;315.0
6;5;3;4;Podstawy metod badañ geofizycznych;42;3;315.0
6;5;3;5;Podstawy ekonomii i zarz¹dzania;28;2;210.0
6;5;3;6;Mineralogia i petrografia;56;5;420.0
6;5;3;7;Geomorfologia i geologia czwartorzêdu;56;4;420.0
6;5;3;8;Bezpieczeñstwo pracy i ergonomia;28;2;210.0
6;5;4;1;Geofizyka œrodowiska;56;4;420.0
6;5;4;2;Ocena oddzia³ywania na œrodowisko;28;2;210.0
6;5;4;3;Podstawy remediacji i rewitalizacji terenów zdegradowanych;42;3;315.0
6;5;4;4;Gleboznawstwo i rekultywacja gleb;42;4;315.0
6;5;4;5;Przestrzeñ ekologiczna i zrównowa¿ony rozwój;14;2;105.0
6;5;4;6;Chemia œrodowiska;56;4;420.0
6;5;4;7;Gospodarka wodna;28;2;210.0
6;5;4;8;Kartografia;56;4;420.0
6;5;4;9;Zajêcia terenowe z kartografii;60;3;450.0
6;5;4;10;Zajêcia terenowe z odnawialnych Ÿróde³ energii;30;2;225.0
6;5;5;1;Systemy informacji przestrzennej (GIS);42;3;315.0
6;5;5;2;Oddzia³ywanie eksploatacji surowców energetycznych na œrodowisko;42;3;315.0
6;5;5;3;Materia³oznawstwo;28;2;210.0
6;5;5;4;Mechanika i wytrzyma³oœæ materia³ów;28;2;210.0
6;5;5;5;Zarz¹dzanie jakoœci¹ i niezawodnoœæ systemów in¿ynierskich;28;2;210.0
6;5;5;6;Podstawy nauki o z³o¿ach;56;4;420.0
6;5;5;7;Geologia in¿ynierska;42;6;315.0
6;5;5;8;Podstawy hydrogeologii stosowanej;56;6;420.0
