7;6;1;1;Fizjologia cz³owieka;28;2
7;6;1;2;Podstawy turystyki;42;4
7;6;1;3;Geografia turystyczna Polski i œwiata;56;3
7;6;1;4;Geologia ogólna i turystyczna;42;3
7;6;1;5;Ekologia i ochrona œrodowiska;42;3
7;6;1;6;Ekonomia;42;4
7;6;1;7;Technologie informacyjne;28;2
7;6;1;8;Historia sztuki powszechnej i polskiej ;28;2
7;6;1;9;Psychologia;28;2
7;6;1;10;Kszta³towanie œrodowiska i ochrona przyrody;56;5
7;6;2;1;Geografia turystyczna Polski i œwiata;56;5
7;6;2;2;Podstawy rekreacji;42;3
7;6;2;3;Geologia ogólna i turystyczna;42;5
7;6;2;4; Zajêcia terenowe z nauk o Ziemi w turystyce;90;3
7;6;2;5;Zajêcia terenowe z atrakcji turystycznych Polski;60;2
7;6;2;6;Prawo w turystyce;42;2
7;6;2;7;Zarz¹dzanie;42;4
7;6;2;8;Markowe produkty turystyczne;28;3
7;6;2;9;Muzealnictwo;28;3
7;6;2;10;Przewodnictwo i pilota¿ wycieczek;28;3
7;6;3;1;Ekonomika turystyki i rekreacji;28;4
7;6;3;2;Pedagogika czasu wolnego;28;3
7;6;3;3;Turystyka kwalifikowana;56;5
7;6;3;4;Obs³uga ruchu turystycznego;56;5
7;6;3;5;Metodologia badañ marketingowych;42;4
7;6;3;6;Ochrona w³asnoœci intelektualnej;14;1
7;6;3;7;Bezpieczeñstwo pracy i ergonomia ;28;2
7;6;3;8;Podstawy mineralogii, petrografii i gemmologii;28;3
7;6;3;9;Góry Polski ;28;3
7;6;3;10;Góry œwiata;28;3
7;6;3;11;Wulkany œwiata;28;3
7;6;3;12;Œwiatowe Rezerwaty Biosfery;28;3
7;6;3;13;Podstawy negocjacji;28;3
7;6;4;1;Krajoznawstwo;42;4
7;6;4;2;Kartografia turystyczna;56;5
7;6;4;3;Atrakcje geoturystyczne;56;5
7;6;4;4;Zajêcia terenowe z kartografii turystycznej;45;2
7;6;4;5;Zastosowanie GIS w turystyce;28;3
7;6;4;6;Wiedza o nauce;28;2
7;6;4;7;Kamieñ w budownictwie i architekturze;28;3
7;6;4;8;Historia Ziemi;28;3
7;6;4;9;Turystyka kulturowa;28;3
7;6;4;10;Turystyczne aspekty geologii stosowanej;28;3
7;6;5;1;Hotelarstwo;28;2
7;6;5;2;Gospodarka walorami turystycznymi;42;3
7;6;5;3;Tworzenie produktu turystycznego;42;2
7;6;5;4;Procesy geofizyczne;28;3
7;6;5;5;Wody powierzchniowe i podziemne - ich znaczenie w turystyce;28;3
7;6;5;6;Metody numeryczne w badaniach œrodowiska przyrodniczego;28;3
7;6;5;7;Metodyka badañ naukowych;28;3
7;6;5;8;Klimaty Ziemi i ich wp³yw na turystykê;28;3
7;6;5;9;Czysta energia w przemyœle turystycznym;28;3
7;6;5;10;Historia eksploatacji kopalin;28;3
7;6;5;11;Planowanie tras i imprez turystycznych;42;3
7;6;5;12;Turystyka zrównowa¿ona;28;3
7;6;5;13;Elementy statystyki dla przyrodników;42;3
7;6;5;14;Kolekcjonerstwo i zbieractwo minera³ów i ska³;28;3
7;6;6;1;Naturalne i antropogeniczne zagro¿enia œrodowiska;28;3
7;6;6;2;Przyrodnicze podstawy turystyki leczniczej;28;3
7;6;6;3;Systemy informatyczne i promocja w turystyce;28;3
7;6;6;4;Trening zdrowotny;28;3
7;6;6;5;Marketing w turystyce;28;3
7;6;6;6;Podstawy finansowania przedsiêbiorstwa;28;3
7;6;6;7;Ma³a firma;28;3
7;6;6;8;Fundusze miêdzynarodowe;28;3
7;6;6;9;Zmiany œrodowiska a historia cz³owieka;28;3
7;6;6;10;Plate tectonics;28;5
7;6;6;11;Geological hazards;28;5

