8;1;0;1;Przedmiot Obieralny 1ECTS;28;1;280.0
8;1;0;2;Przedmiot Obieralny 2ECTS;28;2;280.0
8;1;0;3;Przedmiot Obieralny 3ECTS;28;3;280.0
8;1;1;1;Wstêp do fizyki;42;3;420.0
8;1;1;2;Grafika in¿ynierska;56;4;560.0
8;1;1;3;Technologie informacyjne;42;3;420.0
8;1;1;4;Propedeutyka nauk materia³owych;19;1;190.0
8;1;1;5;Elementy chemii;14;0;140.0
8;1;1;6;Chemia ogólna - kurs podstawowy;84;9;840.0
8;1;1;7;Chemia ogólna - kurs rozszerzony;84;9;840.0
8;1;1;8;Wstêp do matematyki - kurs podstawowy;84;10;840.0
8;1;1;9;Wstêp do matematyki - kurs rozszerzony;84;10;840.0
8;1;2;1;Fizyka;84;9;840.0
8;1;2;2;Statystyka;56;4;560.0
8;1;2;3;Chemia nieorganiczna - kurs podstawowy;140;11;1400.0
8;1;2;4;Chemia nieorganiczna - kurs rozszerzony;140;11;1400.0
8;1;2;5;Historia ceramiki;28;1;280.0
8;1;2;6;Historia szk³a;28;1;280.0
8;1;2;7;Matematyka - kurs podstawowy;56;5;560.0
8;1;2;8;Matematyka - kurs rozszerzony;56;5;560.0
8;1;3;1;Operacje jednostkowe w ceramice;42;2;420.0
8;1;3;2;Wstêp do filozofii przyrody;28;2;280.0
8;1;3;3;Chemia organiczna;56;7;560.0
8;1;3;4;Termodynamika chemiczna;56;7;560.0
8;1;3;5;Krystalografia i krystalochemia;84;7;840.0
8;1;3;6;Diagramy fazowe;42;2;420.0
8;1;3;7;Reakcje w ciele sta³ym - kurs podstawowy;56;3;560.0
8;1;3;8;Reakcje w ciele sta³ym - kurs rozszerzony;56;3;560.0
8;1;4;1;Nauka o materia³ach;98;8;980.0
8;1;4;2;Wstêp do ceramiki i in¿ynierii materia³owej;70;3;700.0
8;1;4;3;Przedmiot obieralny - anglojêzyczny (Df) - (lista i opisy - sem0);28;3;280.0
8;1;4;4;Chemia fizyczna;98;8;980.0
8;1;4;5;Chemia krzemianów;70;6;700.0
8;1;5;1;Surowce mineralne;56;5;560.0
8;1;5;2;Modelowanie procesów technologicznych;56;5;560.0
8;1;5;3;Transport masy i ciep³a;56;4;560.0
8;1;5;4;Elementy elektrotechniki i automatyki;56;4;560.0
8;1;5;5;Maszynoznawstwo ceramiczne;56;4;560.0
8;1;5;6;Przedmiot obieralny - kierunkowy (Cf) - (lista i opisy - sem0);28;2;280.0
8;1;5;7;Analityka i metrologia chemiczna;56;6;560.0
8;1;5;8;Jêzyk rosyjski B-2 – kurs obowi¹zkowy 140 godzin dla studiów in¿ynierskich - semestr 3/4;28;0;280.0
8;1;6;1;Materia³y ceramiczne;70;4;700.0
8;1;6;2;Termodynamika techniczna;28;3;280.0
8;1;6;3;Reologia;56;2;560.0
8;1;6;4;Bezpieczeñstwo techniczne;28;1;280.0
8;1;6;5;Ochrona œrodowiska w technologii chemicznej;28;1;280.0
8;1;6;6;Praktyka przemys³owa - 6 tygodni;240;4;2400.0
8;1;6;7;Przedmiot obieralny - kierunkowy (Cf) 1;28;2;280.0
8;1;6;8;Przedmiot obieralny - kierunkowy (Cf) 2;28;2;280.0
8;1;6;9;Zarz¹dzanie produkcj¹, personelem i us³ugami;42;2;420.0
8;1;6;10;Projektowanie materia³owe i komputerowa nauka o materia³ach - kurs podstawowy;70;3;700.0
8;1;6;11;Projektowanie materia³owe i komputerowa nauka o materia³ach - kurs rozszerzony;70;3;700.0
8;1;7;1;Ochrona przed korozj¹ i erozj¹ materia³ów budowlanych;56;3;560.0
8;1;7;2;Nanomateria³y i nanotechnologie;56;3;560.0
8;1;7;3;Metody badañ materia³ów;56;2;560.0
8;1;7;4;Nauka o procesach ceramicznych;56;2;560.0
8;1;7;5;Seminarium in¿ynierskie;14;1;140.0
8;1;7;6;Zarz¹dzanie jakoœci¹;28;1;280.0
8;1;7;7;Wzornictwo ceramiczne;56;3;560.0
8;1;7;8;Ceramika konstrukcyjna i techniczna;56;3;560.0
8;1;7;9;Materia³y dla konserwacji i rewitalizacji;56;3;560.0

