2;2;1;1;Fizyka I;56;6
2;2;1;2;Podstawy Informatyki;56;4
2;2;1;3;Architektury komputerów;42;3
2;2;1;4;Analiza matematyczna I;56;5
2;2;1;5;Algebra;56;4
2;2;1;6;Ochrona œrodowiska;28;2
2;2;1;7;Chemia;56;6
2;2;2;1;Fizyka II;56;3
2;2;2;2;Algorytmy i struktury danych;70;6
2;2;2;3;Matematyka dyskretna i logika;56;5
2;2;2;4;Systemy operacyjne i administracja;70;6
2;2;2;5;Analiza matematyczna II;56;5
2;2;2;6;Statystyka i opracowanie danych;56;5
2;2;3;1;Mechanika p³ynów;42;4
2;2;3;2;Mechanika cia³a sta³ego;42;4
2;2;3;3;Programowanie obiektowe;56;6
2;2;3;4;Multimedialne techniki internetowe;42;4
2;2;3;5;Równania ró¿niczkowe i rachunek wariacyjny;56;5
2;2;3;6;Metaloznawstwo;56;5
2;2;3;7;Zarz¹dzanie jakoœci¹;28;2
2;2;3;8;Ekonomika i zarz¹dzanie;28;2
2;2;4;1;Metody numeryczne;56;5
2;2;4;2;Sieci komputerowe;70;6
2;2;4;3;Bazy danych;56;5
2;2;4;4;Programowanie w Java;56;6
2;2;4;5;Grafika komputerowa;56;6
2;2;4;6;Ochrona w³asnoœci intelektualnej;14;2
2;2;4;7;Prawo patentowe;14;2
2;2;5;1;Podstawy sztucznej inteligencji;56;5
2;2;5;2;In¿ynieria oprogramowania;56;5
2;2;5;3;In¿ynieria Internetu;56;5
2;2;5;4;Programowanie równoleg³e;56;5
2;2;5;5;Metoda elementów skoñczonych;42;5
2;2;5;6;Wymiana ciep³a i masy;56;5
2;2;6;1;Praktyka zawodowa 4 tygodnie;0;4
2;2;6;2;Internet Engineering;56;6
2;2;6;3;Fundamentals of Optimization;56;6
2;2;6;4;Advanced programming in C++;56;6
2;2;6;5;Computational Modelling of Processing of Materials;56;6
2;2;6;6;Scientific Writing;56;6
2;2;6;7;Projektowanie systemów komputerowych;56;3
2;2;6;8;Obliczenia in¿ynierskie w Matlabie;56;3
2;2;6;9;Modelowanie wieloskalowe;56;3
2;2;6;10;Marketing Internetowy;56;3
2;2;6;11;CAD/CAM;56;3
2;2;6;12;Logistyka w hutnictwie;56;3
2;2;6;13;Technologia wytwarzania i przetwarzania metali;56;3
2;2;6;14;Systemy wbudowane;56;3
2;2;6;15;Komputerowe projektowanie procesów cieplnych;56;3
2;2;7;1;Przygotowanie pracy dyplomowej;0;15
2;2;7;2;In¿ynieria wiedzy i systemy ekspertowe;56;5
2;2;7;3;Badania operacyjne i logistyka;56;5
2;2;7;4;Programy symulacyjne MES;56;5
2;2;7;5;Techniki agentowe;56;5
2;2;7;6;Analiza i przetwarzanie obrazów;56;5
2;2;7;7;Zaawansowane metody obliczeñ w in¿ynierii;56;5

