6;6;1;1;Geometria i grafika komputerowa;42;3
6;6;1;2;Technologia informacyjna;42;2
6;6;1;3;Matematyka I;56;6
6;6;1;4;Chemia;70;6
6;6;1;5;Podstawy geologii;70;5
6;6;1;6;Meteorologia i klimatologia;56;3
6;6;1;7;Biologia;70;5
6;6;2;1;Matematyka II;56;6
6;6;2;2;Geomorfologia i geologia czwartorzêdu;42;3
6;6;2;3;Geologia regionalna z elementami geologii historycznej;28;2
6;6;2;4;Ekologia;56;3
6;6;2;5;Mineralogia i petrografia;56;3
6;6;2;6;Ochrona przyrody;28;2
6;6;2;7;Biochemia;56;4
6;6;2;8;Hydrologia;42;2
6;6;2;9;Podstawy monitoringu œrodowiska;28;2
6;6;2;10;Zajêcia terenowe z biologii i ekologii;15;1
6;6;2;11;Zajecia terenowe z geologii ogólnej;60;2
6;6;3;1;Fizyka I;56;6
6;6;3;2;Geostatystyka;42;3
6;6;3;3;Ocena oddzia³ywania na œrodowisko;28;2
6;6;3;4;Odnawialne Ÿród³a energii;42;3
6;6;3;5;Hydrogeologia;56;5
6;6;3;6;Mikrobiologia;56;5
6;6;3;7;Technologie w ochronie œrodowiska;56;4
6;6;3;8;Ochrona powietrza;28;2
6;6;4;1;Fizyka II;56;6
6;6;4;2;Podstawy nauki o z³o¿ach;42;2
6;6;4;3;Geochemia;42;3
6;6;4;4;Hydrogeochemia;42;2
6;6;4;5;Kartografia;56;4
6;6;4;6;Gleboznawstwo i rekultywacja gleb;56;4
6;6;4;7;Podstawy odnowy œrodowiska;42;3
6;6;4;8;Ekonomia i zarz¹dzanie;28;2
6;6;4;9;Zajêcia terenowe z konwencjonalnych i odnawialnych Ÿróde³ energii;30;2
6;6;4;10;Zajêcia terenowe z kartografii sozologicznej;60;2
6;6;5;1;Metody badañ geofizycznych w ochronie œrodowiska;42;4
6;6;5;2;Systemy informacji przestrzennej i GIS;42;3
6;6;5;3;Gospodarka odpadami;42;4
6;6;5;4;Zagro¿enia i ochrona œrodowiska wodnego;28;3
6;6;5;5;Bezpieczeñstwo pracy i ergonomia ;28;2
6;6;5;6;Ochrona w³asnoœci intelektualnej;14;1
6;6;5;7;Walidacja metod analitycznych;42;4
6;6;5;8;Instrumentalne metody analityczne;56;6
6;6;5;9;Data mining;28;3
6;6;5;10;Waste Management ;28;3
6;6;5;11;Hydrogeologia regionalna;42;4
6;6;5;12;Gruntoznawstwo;42;5
6;6;5;13;Œrodowiskowe bazy danych;56;4
6;6;5;14;Metody badañ fazowych;42;5
6;6;5;15;Metody poboru i przygotowania próbek do badañ;42;5
6;6;5;16;Data mining;28;3
6;6;5;17;Applied mineralogy;28;3
6;6;6;1;Podstawy remediacji i rewitalizacji terenów zdegradowanych;42;3
6;6;6;2;Prawo i ekonomia w ochronie œrodowiska;56;3
6;6;6;3;Zagro¿enia cywilizacyjne i zrównowa¿ony rozwój;42;3
6;6;6;4;Komputerowa grafika in¿ynierska 3D (CAD);56;4
6;6;6;5;Œrodowiskowe bazy danych ;56;5
6;6;6;6;Zajêcia terenowe z ochrony  œrodowiska;60;3
6;6;6;7;Monitoring œrodowiska wodnego;42;3
6;6;6;8;Geologia in¿ynierska;42;3
6;6;6;9;Budowa ujêæ wód podziemnych;28;3
6;6;6;10;Analiza danych œrodowiskowych;56;3
6;6;6;11;Zajêcia terenowe z geotechniki œrodowiska i ochrony wód;40;3
6;6;6;12;Water balance modelling;30;3
6;6;6;13;Environmental tracers in hydrological studies;28;3
6;6;6;14;Chemia œrodowiska ;56;5
6;6;6;15;Prawo i ekonomia w ochronie œrodowiska;56;3
6;6;6;16;Techniki internetowe ;56;4
6;6;6;17;Komputerowe systemy pomiarowe;56;4
6;6;6;18;Zajêcia terenowe z ochrony œrodowiska;60;2
6;6;7;1;Ma³e i œrednie przedsiêbiorstwo;28;2
6;6;7;2;Przedsiêbiorstwo w gospodarce rynkowej;28;2
6;6;7;3;Analiza ryzyka œrodowiskowego;42;5
6;6;7;4;Systemy zarz¹dzania œrodowiskiem ;42;3
6;6;7;5;Teledetekcja w ochronie œrodowiska;42;4
6;6;7;6;Geotechnika w ochronie œrodowiska ;42;4
6;6;7;7;Podstawy modelowania filtracji wód podziemnych;42;3
6;6;7;8;Migracja zanieczyszczeñ w wodach podziemnych;28;3
6;6;7;9;Podstawy analizy obrazu;14;2
6;6;7;10;Analiza i przetwarzanie obrazów;42;4
6;6;7;11;In¿ynieria mineralna w ochronie œrodowiska;42;4
6;6;7;12;Œrodowiskowe bazy danych;42;4

