4;4;1;1;Wprowadzenie do systemu UNIX;42;4
4;4;1;2;Wstêp do informatyki;56;6
4;4;1;3;Algebra;84;5
4;4;1;4;Analiza matematyczna 1;84;5
4;4;1;5;Matematyka dyskretna;56;5
4;4;1;6;Ochrona w³asnoœci intelektualnej;28;2
4;4;1;7;Komunikacja i techniki zarz¹dzania;28;3
4;4;2;1;Fizyka 1;64;6
4;4;2;2;Algorytmy i struktury danych;56;6
4;4;2;3;Asemblery;2;3
4;4;2;4;Podstawy elektroniki;28;3
4;4;2;5;Analiza matematyczna 2;56;5
4;4;2;6;Logika matematyczna w informatyce;42;3
4;4;2;7;Programowanie imperatywne;42;4
4;4;3;1;Fizyka 2;56;6
4;4;3;2;Programowanie obiektowe;56;5
4;4;3;3;Podstawy baz danych;56;4
4;4;3;4;Projektowanie systemów informatycznych;56;4
4;4;3;5;Technika cyfrowa;56;4
4;4;3;6;Programowanie funkcyjne;28;3
4;4;3;7;Równania ró¿niczkowe i ró¿nicowe;56;4
4;4;4;1;Metody obliczeniowe w nauce i technice 1;42;4
4;4;4;2;Przedmiot obieralny 1;28;3
4;4;4;3;Systemy operacyjne;56;5
4;4;4;4;Technika mikroprocesorowa 1;56;4
4;4;4;5;Technologie obiektowe 1;42;4
4;4;4;6;Przedmiot obieralny 2;28;3
4;4;4;7;Przedmiot obieralny 3;28;3
4;4;4;8;Statystyka matematyczna;56;4
4;4;5;1;Bazy danych;42;3
4;4;5;2;Architektura komputerów;42;3
4;4;5;3;Teoria wspó³bie¿noœci;56;4
4;4;5;4;Teoria obliczeñ i z³o¿onoœci obliczeniowej;42;3
4;4;5;5;Sieci komputerowe;56;4
4;4;5;6;Technika mikroprocesorowa 2;28;3
4;4;5;7;Technologie obiektowe 2;28;4
4;4;5;8;Teoria automatów i jêzyków formalnych;42;3
4;4;5;9;Metody obliczeniowe w nauce i technice 2;42;3
4;4;6;1;Kompilatory;56;3
4;4;6;2;In¿ynieria oprogramowania;56;4
4;4;6;3;Pracownia projektowa 1;28;2
4;4;6;4;Metody sztucznej inteligencji;56;3
4;4;6;5;Systemy rozproszone;56;3
4;4;6;6;Wstêp do grafiki komputerowej;28;3
4;4;6;7;Usability Engineering;28;3
4;4;6;8;Algorytmy dla problemów trudnych obliczeniowo;28;3
4;4;6;9;Programowanie systemowe;28;3
4;4;6;10;Technologie internetu rzeczy;28;3
4;4;6;11;Technologie aplikacji internetowych;28;3
4;4;7;1;Pracownia projektowa 2;28;3
4;4;7;2;Badania operacyjne;28;3
4;4;7;3;Przedmiot obieralny;28;3
4;4;7;4;Optymalizacja kodu na ró¿ne architektury;28;3
4;4;7;5;Bezpieczeñstwo systemów komputerowych;28;3
4;4;7;6;Geometria obliczeniowa;28;3
4;4;7;7;Kryptografia;28;3
4;4;7;8;Metody rozpoznawania obrazów;28;3
4;4;7;9;Systemy CAD/CAE;28;3

